filenames,role_path_length,trait_path_length,role_max_jump,trait_max_jump,role_pc1_path_length,role_pc1_max_jump
coding_persona4_topic18,264.6819796003877,156.41037514821997,54.500504002833736,31.016847336211526,7.613309400463759,2.4046720303950444
coding_persona4_topic17,249.10890239192284,144.25378385597858,49.85510920068417,27.673085100453072,8.294602421768184,3.1477879933618222
coding_persona4_topic16,388.5910616930159,224.61034640084296,50.17256676172015,30.73689664838699,14.227060248387563,2.9092884447054033
coding_persona4_topic15,640.7081604936686,387.2535183256613,65.86738656185913,42.342660096166,27.7374902322639,4.977748415276903
coding_persona4_topic14,486.9651696380895,282.96115106280865,67.16791267826231,38.9192307666787,18.347725458916585,5.327037542090711
coding_persona4_topic13,492.57592934651626,275.7151165448727,61.953690092829305,31.132689913328758,12.503044719483452,2.095369043357014
coding_persona4_topic12,292.8916496185668,172.44610551465107,64.16820007646706,39.566507424489174,11.514159894977773,2.4820340629462976
coding_persona4_topic11,554.2619150161937,317.9645382279001,60.2000070521289,34.40947208827573,17.434628564804264,4.161621706897439
coding_persona4_topic10,650.1420812991678,404.2990170441935,92.30013906572036,61.364334422840436,47.74469181568177,12.832709858536212
coding_persona4_topic1,380.4459181028088,219.1642635105099,59.612549332000164,33.491258296431084,13.214647292358801,2.64379988864642
coding_persona4_topic0,376.4175578555709,215.0509716648833,89.81965753407167,52.08179864134403,13.781208949178545,3.2447187586901443
coding_persona3_topic9,615.236604671461,361.5670913567194,79.84623144629414,42.871956871166304,25.780688172107592,5.222519539309289
